Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl,length,ENSEMBL_ID,tx_length
chr19,HAVANA,gene,9959560,10010504,.,-,.,ENSG00000080573.7,protein_coding,COL5A3,2,,,,,,,,,HGNC:14864,OTTHUMG00000150019.2,,,,,50944,ENSG00000080573,6207
chr19,HAVANA,gene,9995996,9997163,.,+,.,ENSG00000267650.1,lncRNA,ENSG00000267650,2,,,,,,,,,,OTTHUMG00000180391.1,,,,,1167,ENSG00000267650,1167
chr19,HAVANA,gene,10013248,10022279,.,+,.,ENSG00000080511.5,protein_coding,RDH8,2,,,,,,,,,HGNC:14423,OTTHUMG00000180392.3,,,,,9031,ENSG00000080511,1714
chr19,HAVANA,gene,10037545,10040230,.,+,.,ENSG00000299206.1,lncRNA,ENSG00000299206,2,ncRNA_host,,,,,,,,,,,,,,2685,ENSG00000299206,2201
chr19,HAVANA,gene,10037802,10074135,.,+,.,ENSG00000167798.20,transcribed_unprocessed_pseudogene,C3P1,2,,,,,,,,,HGNC:34414,OTTHUMG00000158555.2,,,,,36333,ENSG00000167798,4954
chr19,ENSEMBL,gene,10038353,10038413,.,+,.,ENSG00000266204.1,miRNA,MIR5589,3,,,,,,,,,HGNC:43514,,,,,,60,ENSG00000266204,60
chr19,HAVANA,gene,10041840,10074770,.,+,.,ENSG00000291164.2,lncRNA,C3P1,2,overlaps_pseudogene,,,,,,,,HGNC:34414,,,,,,32930,ENSG00000291164,3536
chr19,HAVANA,gene,10086121,10093252,.,+,.,ENSG00000130813.18,protein_coding,SHFL,2,,,,,,,,,HGNC:25649,OTTHUMG00000180393.3,,,,,7131,ENSG00000130813,2140
chr19,HAVANA,gene,10089031,10090377,.,-,.,ENSG00000267387.1,lncRNA,ENSG00000267387,2,,,,,,,,,,OTTHUMG00000180394.1,,,,,1346,ENSG00000267387,1346
chr19,HAVANA,gene,10092337,10102678,.,-,.,ENSG00000130812.11,protein_coding,ANGPTL6,2,,,,,,,,,HGNC:23140,OTTHUMG00000180395.1,,,,,10341,ENSG00000130812,1785
chr19,HAVANA,gene,10106222,10114780,.,+,.,ENSG00000243207.6,protein_coding,PPAN-P2RY11,1,readthrough_gene,,,,,,,,HGNC:33526,OTTHUMG00000150165.5,,,,,8558,ENSG00000243207,2661
chr19,HAVANA,gene,10106361,10112012,.,+,.,ENSG00000130810.20,protein_coding,PPAN,2,overlapping_locus,,,,,,,,HGNC:9227,OTTHUMG00000156826.3,,,,,5651,ENSG00000130810,2302
chr19,ENSEMBL,gene,10107650,10107735,.,+,.,ENSG00000209645.1,snoRNA,SNORD105,3,,,,,,,,,HGNC:32769,,,,,,85,ENSG00000209645,85
chr19,ENSEMBL,gene,10109756,10109835,.,+,.,ENSG00000238531.1,snoRNA,SNORD105B,3,,,,,,,,,HGNC:33572,,,,,,79,ENSG00000238531,79
chr19,HAVANA,gene,10111692,10115372,.,+,.,ENSG00000244165.2,protein_coding,P2RY11,2,overlapping_locus,,,,,,,,HGNC:8540,OTTHUMG00000150166.4,,,,,3680,ENSG00000244165,1788
chr19,HAVANA,gene,10115013,10119918,.,-,.,ENSG00000130811.12,protein_coding,EIF3G,1,,,,,,,,,HGNC:3274,OTTHUMG00000180396.3,,,,,4905,ENSG00000130811,1522
chr19,HAVANA,gene,10133341,10231286,.,-,.,ENSG00000130816.17,protein_coding,DNMT1,1,overlapping_locus,,,,,,,,HGNC:2976,OTTHUMG00000180397.4,,,,,97945,ENSG00000130816,7157
chr19,HAVANA,gene,10221432,10231331,.,-,.,ENSG00000267534.4,protein_coding,S1PR2,2,overlapping_locus,,,,,,,,HGNC:3169,OTTHUMG00000180399.3,,,,,9899,ENSG00000267534,3643
chr19,ENSEMBL,gene,10230412,10230485,.,+,.,ENSG00000264266.1,miRNA,MIR4322,3,,,,,,,,,HGNC:38261,,,,,,73,ENSG00000264266,73
chr19,HAVANA,gene,10239047,10290813,.,-,.,ENSG00000266978.2,lncRNA,LIMASI,2,overlapping_locus,,,,,,,,HGNC:56357,OTTHUMG00000180401.1,,,,,51766,ENSG00000266978,919
chr19,HAVANA,gene,10251900,10260055,.,+,.,ENSG00000105364.14,protein_coding,MRPL4,2,confirm_experimentally,,,,,,,,HGNC:14276,OTTHUMG00000180400.3,,,,,8155,ENSG00000105364,1620
chr19,HAVANA,gene,10269646,10270801,.,+,.,ENSG00000294658.1,lncRNA,ENSG00000294658,2,,,,,,,,,,,,,,,1155,ENSG00000294658,1155
chr19,HAVANA,gene,10271092,10286615,.,+,.,ENSG00000090339.9,protein_coding,ICAM1,2,,,,,,,,,HGNC:5344,OTTHUMG00000180403.3,,,,,15523,ENSG00000090339,2967
chr19,HAVANA,gene,10285796,10289326,.,-,.,ENSG00000267607.2,lncRNA,ICAM4-AS1,2,,,,,,,,,HGNC:55990,OTTHUMG00000180404.2,,,,,3530,ENSG00000267607,3219
chr19,HAVANA,gene,10286954,10288522,.,+,.,ENSG00000105371.10,protein_coding,ICAM4,2,,,,,,,,,HGNC:5347,OTTHUMG00000180405.3,,,,,1568,ENSG00000105371,1390
chr19,HAVANA,gene,10289326,10289934,.,+,.,ENSG00000294674.1,lncRNA,ENSG00000294674,2,,,,,,,,,,,,,,,608,ENSG00000294674,250
chr19,HAVANA,gene,10289410,10296778,.,-,.,ENSG00000294616.1,lncRNA,ENSG00000294616,2,,,,,,,,,,,,,,,7368,ENSG00000294616,665
chr19,HAVANA,gene,10289951,10296778,.,+,.,ENSG00000105376.5,protein_coding,ICAM5,2,,,,,,,,,HGNC:5348,OTTHUMG00000180406.4,,,,,6827,ENSG00000105376,3029
chr19,HAVANA,gene,10304802,10309880,.,-,.,ENSG00000220201.8,protein_coding,ZGLP1,2,overlapping_locus,,,,,,,,HGNC:37245,OTTHUMG00000152114.1,,,,,5078,ENSG00000220201,2303
chr19,HAVANA,gene,10305426,10316009,.,-,.,ENSG00000167807.15,protein_coding,ENSG00000167807,2,readthrough_gene,,,,,,,,,OTTHUMG00000180407.3,,,,,10583,ENSG00000167807,1956
chr19,HAVANA,gene,10309915,10316015,.,-,.,ENSG00000267673.7,protein_coding,FDX2,2,overlapping_locus,,,,,,,,HGNC:30546,OTTHUMG00000141299.4,,,,,6100,ENSG00000267673,1012
chr19,HAVANA,gene,10315470,10320678,.,-,.,ENSG00000267303.1,protein_coding,ENSG00000267303,2,readthrough_gene,,,,,,,,,OTTHUMG00000180408.1,,,,,5208,ENSG00000267303,1850
chr19,HAVANA,gene,10316211,10333529,.,-,.,ENSG00000161847.15,protein_coding,RAVER1,2,overlapping_locus,,,,,,,,HGNC:30296,OTTHUMG00000180409.3,,,,,17318,ENSG00000161847,4693
chr19,HAVANA,gene,10333435,10336248,.,+,.,ENSG00000274425.1,lncRNA,ENSG00000274425,2,,,,,,,,,,OTTHUMG00000186597.1,,,,,2813,ENSG00000274425,2813
chr19,HAVANA,gene,10333775,10339661,.,-,.,ENSG00000076662.11,protein_coding,ICAM3,1,,,,,,,,,HGNC:5346,OTTHUMG00000180410.3,,,,,5886,ENSG00000076662,2491
chr19,HAVANA,gene,10350527,10380608,.,-,.,ENSG00000105397.16,protein_coding,TYK2,1,,,,,,,,,HGNC:12440,OTTHUMG00000166373.4,,,,,30081,ENSG00000105397,5707
chr19,HAVANA,gene,10391089,10420121,.,-,.,ENSG00000105401.10,protein_coding,CDC37,1,ncRNA_host,,,,,,,,HGNC:1735,OTTHUMG00000180578.3,,,,,29032,ENSG00000105401,1618
chr19,HAVANA,gene,10391127,10391705,.,+,.,ENSG00000305060.1,lncRNA,ENSG00000305060,2,,,,,,,,,,,,,,,578,ENSG00000305060,385
chr19,ENSEMBL,gene,10403457,10403538,.,-,.,ENSG00000284268.1,miRNA,MIR1181,3,,,,,,,,,HGNC:35262,,,,,,81,ENSG00000284268,81
chr19,HAVANA,gene,10416772,10469630,.,+,.,ENSG00000065989.16,protein_coding,PDE4A,1,,,,,,,,,HGNC:8780,OTTHUMG00000180411.6,,,,,52858,ENSG00000065989,4897
chr19,HAVANA,gene,10486124,10503558,.,-,.,ENSG00000079999.14,protein_coding,KEAP1,1,overlapping_locus,,,,,,,,HGNC:23177,OTTHUMG00000180579.5,,,,,17434,ENSG00000079999,2648
chr19,HAVANA,gene,10490338,10491000,.,-,.,ENSG00000267197.1,lncRNA,ENSG00000267197,2,overlapping_locus,,,,,,,,,OTTHUMG00000180580.1,,,,,662,ENSG00000267197,357
chr19,HAVANA,gene,10512741,10517931,.,-,.,ENSG00000180739.15,protein_coding,S1PR5,1,,,,,,,,,HGNC:14299,OTTHUMG00000180581.4,,,,,5190,ENSG00000180739,2338
chr19,HAVANA,gene,10543894,10553418,.,+,.,ENSG00000130734.10,protein_coding,ATG4D,1,ncRNA_host,,,,,,,,HGNC:20789,OTTHUMG00000180582.3,,,,,9524,ENSG00000130734,1963
chr19,ENSEMBL,gene,10551032,10551092,.,-,.,ENSG00000238364.1,snRNA,RNU7-140P,3,,,,,,,,,HGNC:45674,,,,,,60,ENSG00000238364,60
chr19,ENSEMBL,gene,10552121,10552204,.,+,.,ENSG00000221410.1,miRNA,MIR1238,3,,,,,,,,,HGNC:33933,,,,,,83,ENSG00000221410,83
chr19,HAVANA,gene,10553084,10566031,.,-,.,ENSG00000129347.21,protein_coding,KRI1,2,,,,,,,,,HGNC:25769,OTTHUMG00000150343.9,,,,,12947,ENSG00000129347,3744
chr19,HAVANA,gene,10566459,10569059,.,-,.,ENSG00000129355.7,protein_coding,CDKN2D,2,,,,,,,,,HGNC:1790,OTTHUMG00000180583.2,,,,,2600,ENSG00000129355,1425
chr19,HAVANA,gene,10572670,10587315,.,-,.,ENSG00000129354.12,protein_coding,AP1M2,1,,,,,,,,,HGNC:558,OTTHUMG00000180584.2,,,,,14645,ENSG00000129354,1757
chr19,HAVANA,gene,10598000,10598965,.,-,.,ENSG00000271010.1,processed_pseudogene,LSM2P1,1,pseudo_consens,,,,,,,,HGNC:57002,OTTHUMG00000184892.1,,,,,965,ENSG00000271010,965
chr19,HAVANA,gene,10602456,10644557,.,+,.,ENSG00000129353.15,protein_coding,SLC44A2,1,,,,,,,,,HGNC:17292,OTTHUMG00000180585.4,,,,,42101,ENSG00000129353,3784
chr19,HAVANA,gene,10651858,10653879,.,-,.,ENSG00000267100.3,lncRNA,ILF3-DT,2,,,,,,,,,HGNC:27115,OTTHUMG00000180586.1,,,,,2021,ENSG00000267100,2021
chr19,HAVANA,gene,10654303,10692400,.,+,.,ENSG00000129351.18,protein_coding,ILF3,2,,,,,,,,,HGNC:6038,OTTHUMG00000180587.2,,,,,38097,ENSG00000129351,6017
chr19,HAVANA,gene,10701429,10713437,.,+,.,ENSG00000213339.9,protein_coding,QTRT1,2,,,,,,,,,HGNC:23797,OTTHUMG00000180588.3,,,,,12008,ENSG00000213339,2034
chr19,HAVANA,gene,10718054,10833488,.,+,.,ENSG00000079805.19,protein_coding,DNM2,2,ncRNA_host,,,,,,,,HGNC:2974,OTTHUMG00000180694.3,,,,,115434,ENSG00000079805,5651
chr19,ENSEMBL,gene,10718403,10718503,.,+,.,ENSG00000207972.1,miRNA,MIR638,3,,,,,,,,,HGNC:32894,,,,,,100,ENSG00000207972,100
chr19,ENSEMBL,gene,10780253,10780335,.,+,.,ENSG00000265879.1,miRNA,MIR4748,3,,,,,,,,,HGNC:41557,,,,,,82,ENSG00000265879,82
chr19,ENSEMBL,gene,10817425,10817496,.,-,.,ENSG00000207752.1,miRNA,MIR199A1,3,,,,,,,,,HGNC:31571,,,,,,71,ENSG00000207752,71
chr19,ENSEMBL,gene,10828972,10829035,.,+,.,ENSG00000275640.1,miRNA,MIR6793,3,,,,,,,,,HGNC:50251,,,,,,63,ENSG00000275640,63
chr19,HAVANA,gene,10832066,10836318,.,-,.,ENSG00000099203.7,protein_coding,TMED1,1,,,,,,,,,HGNC:17291,OTTHUMG00000180696.3,,,,,4252,ENSG00000099203,1633
chr19,HAVANA,gene,10836574,10869790,.,+,.,ENSG00000214212.9,protein_coding,C19orf38,2,overlapping_locus,,,,,,,,HGNC:34073,OTTHUMG00000180697.2,,,,,33216,ENSG00000214212,1210
chr19,HAVANA,gene,10841838,10842250,.,+,.,ENSG00000267544.1,processed_pseudogene,HIKESHIP2,1,overlapping_locus,,,,,,,,HGNC:54902,OTTHUMG00000180698.1,,,,,412,ENSG00000267544,412
chr19,HAVANA,gene,10871552,10923075,.,+,.,ENSG00000142453.13,protein_coding,CARM1,2,,,,,,,,,HGNC:23393,OTTHUMG00000180699.3,,,,,51523,ENSG00000142453,3295
chr19,HAVANA,gene,10922184,10928681,.,-,.,ENSG00000130733.11,protein_coding,YIPF2,1,,,,,,,,,HGNC:28476,OTTHUMG00000180796.3,,,,,6497,ENSG00000130733,2111
chr19,HAVANA,gene,10928810,10933535,.,+,.,ENSG00000142444.7,protein_coding,TIMM29,2,,,,,,,,,HGNC:25152,OTTHUMG00000180700.2,,,,,4725,ENSG00000142444,1347
chr19,HAVANA,gene,10960931,11079426,.,+,.,ENSG00000127616.22,protein_coding,SMARCA4,1,ncRNA_host,,,,,,,,HGNC:11100,OTTHUMG00000169272.16,,,,,118495,ENSG00000127616,5777
chr19,HAVANA,gene,11010916,11016011,.,-,.,ENSG00000266936.1,lncRNA,ENSG00000266936,2,,,,,,,,,,OTTHUMG00000180797.1,,,,,5095,ENSG00000266936,366
chr19,ENSEMBL,gene,11011707,11012006,.,+,.,ENSG00000276757.1,misc_RNA,RN7SL192P,3,,,,,,,,,HGNC:46208,,,,,,299,ENSG00000276757,299
chr19,ENSEMBL,gene,11033726,11033912,.,+,.,ENSG00000278643.1,misc_RNA,ENSG00000278643,3,,,,,,,,,,,,,,,186,ENSG00000278643,186
chr19,HAVANA,gene,11088876,11089297,.,-,.,ENSG00000307752.1,lncRNA,ENSG00000307752,2,,,,,,,,,,,,,,,421,ENSG00000307752,421
chr19,HAVANA,gene,11089417,11133820,.,+,.,ENSG00000130164.16,protein_coding,LDLR,1,ncRNA_host,,,,,,,,HGNC:6547,OTTHUMG00000171935.9,,,,,44403,ENSG00000130164,5357
chr19,HAVANA,gene,11090021,11090358,.,-,.,ENSG00000303379.1,lncRNA,ENSG00000303379,2,,,,,,,,,,,,,,,337,ENSG00000303379,337
chr19,ENSEMBL,gene,11113473,11113534,.,+,.,ENSG00000284553.1,miRNA,MIR6886,3,,,,,,,,,HGNC:50121,,,,,,61,ENSG00000284553,61
chr19,HAVANA,gene,11131519,11155807,.,-,.,ENSG00000161888.12,protein_coding,SPC24,1,,,,,,,,,HGNC:26913,OTTHUMG00000180798.2,,,,,24288,ENSG00000161888,2290
chr19,HAVANA,gene,11164269,11197791,.,-,.,ENSG00000197256.11,protein_coding,KANK2,1,,,,,,,,,HGNC:29300,OTTHUMG00000180799.4,,,,,33522,ENSG00000197256,5183
chr19,HAVANA,gene,11197617,11221809,.,+,.,ENSG00000267082.3,lncRNA,DOCK6-AS1,2,overlapping_locus,,,,,,,,HGNC:56684,OTTHUMG00000180827.1,,,,,24192,ENSG00000267082,2462
chr19,HAVANA,gene,11199294,11262524,.,-,.,ENSG00000130158.14,protein_coding,DOCK6,2,,,,,,,,,HGNC:19189,OTTHUMG00000180826.3,,,,,63230,ENSG00000130158,6430
chr19,HAVANA,gene,11208194,11208702,.,+,.,ENSG00000279807.1,TEC,ENSG00000279807,2,overlapping_locus,,,,,,,,,OTTHUMG00000180828.1,,,,,508,ENSG00000279807,508
chr19,HAVANA,gene,11237501,11241943,.,+,.,ENSG00000130173.14,protein_coding,ANGPTL8,2,,,,,,,,,HGNC:24933,OTTHUMG00000180829.1,,,,,4442,ENSG00000130173,872
chr19,HAVANA,gene,11295714,11324441,.,-,.,ENSG00000267174.7,lncRNA,ENSG00000267174,2,overlapping_locus,,,,,,,,,OTTHUMG00000180834.2,,,,,28727,ENSG00000267174,816
chr19,HAVANA,gene,11296138,11326996,.,+,.,ENSG00000130167.14,protein_coding,TSPAN16,1,overlapping_locus,,,,,,,,HGNC:30725,OTTHUMG00000180833.1,,,,,30858,ENSG00000130167,1040
chr19,HAVANA,gene,11322067,11346270,.,-,.,ENSG00000105514.8,protein_coding,RAB3D,2,overlapping_locus,,,,,,,,HGNC:9779,OTTHUMG00000180835.3,,,,,24203,ENSG00000105514,4240
chr19,HAVANA,gene,11322155,11324195,.,+,.,ENSG00000267576.1,lncRNA,ENSG00000267576,2,overlapping_locus,,,,,,,,,OTTHUMG00000180836.1,,,,,2040,ENSG00000267576,906
chr19,HAVANA,gene,11342775,11346518,.,-,.,ENSG00000105518.14,protein_coding,TMEM205,1,overlapping_locus,,,,,,,,HGNC:29631,OTTHUMG00000182021.3,,,,,3743,ENSG00000105518,1310
chr19,HAVANA,gene,11344683,11354944,.,+,.,ENSG00000183401.12,protein_coding,CCDC159,2,,,,,,,,,HGNC:26996,OTTHUMG00000182022.4,,,,,10261,ENSG00000183401,1408
chr19,HAVANA,gene,11355385,11365698,.,+,.,ENSG00000105520.11,protein_coding,PLPPR2,1,,,,,,,,,HGNC:29566,OTTHUMG00000182023.2,,,,,10313,ENSG00000105520,2727
chr19,HAVANA,gene,11367952,11374946,.,-,.,ENSG00000267277.3,lncRNA,ENSG00000267277,2,,,,,,,,,,OTTHUMG00000182024.1,,,,,6994,ENSG00000267277,866
chr19,HAVANA,gene,11374665,11376951,.,+,.,ENSG00000173928.4,protein_coding,SWSAP1,2,,,,,,,,,HGNC:26638,OTTHUMG00000182025.3,,,,,2286,ENSG00000173928,1662
chr19,HAVANA,gene,11377206,11384342,.,-,.,ENSG00000187266.14,protein_coding,EPOR,2,overlapping_locus,,,,,,,,HGNC:3416,OTTHUMG00000182027.4,,,,,7136,ENSG00000187266,2411
chr19,HAVANA,gene,11384340,11419328,.,-,.,ENSG00000205517.13,protein_coding,RGL3,1,overlapping_locus,,,,,,,,HGNC:30282,OTTHUMG00000172898.11,,,,,34988,ENSG00000205517,2511
chr19,ENSEMBL,gene,11408771,11408880,.,+,.,ENSG00000202357.1,misc_RNA,Y_RNA,3,,,,,,,,,,,,,,,109,ENSG00000202357,109
chr19,HAVANA,gene,11420603,11435782,.,-,.,ENSG00000198003.12,protein_coding,ODAD3,1,,,,,,,,,HGNC:28303,OTTHUMG00000182028.3,,,,,15179,ENSG00000198003,2448
chr19,HAVANA,gene,11435283,11450968,.,+,.,ENSG00000130175.10,protein_coding,PRKCSH,2,,,,,,,,,HGNC:9411,OTTHUMG00000182029.2,,,,,15685,ENSG00000130175,2189
chr19,HAVANA,gene,11451325,11481046,.,-,.,ENSG00000196361.10,protein_coding,ELAVL3,2,overlapping_locus,,,,,,,,HGNC:3314,OTTHUMG00000182030.4,,,,,29721,ENSG00000196361,4742
chr19,HAVANA,gene,11466239,11505698,.,-,.,ENSG00000267477.1,protein_coding,ENSG00000267477,2,readthrough_gene,,,,,,,,,OTTHUMG00000182031.1,,,,,39459,ENSG00000267477,727
chr19,HAVANA,gene,11483426,11505839,.,-,.,ENSG00000161914.10,protein_coding,ZNF653,2,overlapping_locus,,,,,,,,HGNC:25196,OTTHUMG00000182032.3,,,,,22413,ENSG00000161914,2154
chr19,ENSEMBL,gene,11495543,11495622,.,-,.,ENSG00000274713.1,miRNA,MIR7974,3,,,,,,,,,HGNC:49992,,,,,,79,ENSG00000274713,79
chr19,HAVANA,gene,11505928,11529172,.,-,.,ENSG00000130159.15,protein_coding,ECSIT,1,overlapping_locus,,,,,,,,HGNC:29548,OTTHUMG00000178590.6,,,,,23244,ENSG00000130159,2953
chr19,ENSEMBL,gene,11516046,11516330,.,-,.,ENSG00000244080.3,misc_RNA,RN7SL833P,3,,,,,,,,,HGNC:46849,,,,,,284,ENSG00000244080,284
chr19,HAVANA,gene,11521967,11522498,.,+,.,ENSG00000213304.3,processed_pseudogene,RPL18AP13,1,pseudo_consens,,,,,,,,HGNC:36739,OTTHUMG00000157989.1,,,,,531,ENSG00000213304,531
chr19,HAVANA,gene,11523435,11523831,.,+,.,ENSG00000213303.3,processed_pseudogene,RPS12P32,1,pseudo_consens,,,,,,,,HGNC:35571,OTTHUMG00000157992.1,,,,,396,ENSG00000213303,396
chr19,HAVANA,gene,11538766,11550323,.,+,.,ENSG00000130176.8,protein_coding,CNN1,1,,,,,,,,,HGNC:2155,OTTHUMG00000182033.3,,,,,11557,ENSG00000130176,1848
chr19,HAVANA,gene,11551146,11559230,.,-,.,ENSG00000130165.11,protein_coding,ELOF1,1,,,,,,,,,HGNC:28691,OTTHUMG00000182034.3,,,,,8084,ENSG00000130165,2154
chr19,HAVANA,gene,11559373,11619161,.,+,.,ENSG00000198551.10,protein_coding,ZNF627,1,overlapping_locus,,,,,,,,HGNC:30570,OTTHUMG00000182035.3,,,,,59788,ENSG00000198551,2803
chr19,HAVANA,gene,11574652,11579993,.,-,.,ENSG00000102575.14,protein_coding,ACP5,2,,,,,,,,,HGNC:124,OTTHUMG00000182036.4,,,,,5341,ENSG00000102575,3304
chr19,HAVANA,gene,11585245,11587135,.,+,.,ENSG00000249840.2,unprocessed_pseudogene,GAPDHP76,1,overlapping_locus,,,,,,,,HGNC:50649,OTTHUMG00000160071.2,,,,,1890,ENSG00000249840,976
chr19,HAVANA,gene,11634403,11686738,.,+,.,ENSG00000197332.10,lncRNA,ZNF833P,2,overlapping_locus,,,,,,,,HGNC:33819,OTTHUMG00000182037.3,,,,,52335,ENSG00000197332,3383
chr19,HAVANA,gene,11646333,11695013,.,-,.,ENSG00000289985.2,lncRNA,ENSG00000289985,2,overlaps_pseudogene,,,,,,,,,,,,,,48680,ENSG00000289985,1873
chr19,HAVANA,gene,11648363,11652877,.,+,.,ENSG00000267500.1,transcribed_unprocessed_pseudogene,ZNF887P,2,overlapping_locus,,,,,,,,HGNC:38700,OTTHUMG00000156530.2,,,,,4514,ENSG00000267500,1407
chr19,HAVANA,gene,11666068,11667030,.,-,.,ENSG00000214223.4,transcribed_processed_pseudogene,HNRNPA1P10,1,overlapping_locus,,,,,,,,HGNC:39128,OTTHUMG00000156531.1,,,,,962,ENSG00000214223,962
chr19,HAVANA,gene,11682545,11686190,.,+,.,ENSG00000267343.3,transcribed_unprocessed_pseudogene,ZNF833P,2,overlapping_locus,,,,,,,,HGNC:33819,OTTHUMG00000182038.2,,,,,3645,ENSG00000267343,1494
chr19,HAVANA,gene,11721264,11739009,.,-,.,ENSG00000197933.13,protein_coding,ZNF823,1,overlapping_locus,,,,,,,,HGNC:30936,OTTHUMG00000156528.5,,,,,17745,ENSG00000197933,2396
chr19,HAVANA,gene,11725960,11730783,.,-,.,ENSG00000266922.1,lncRNA,ENSG00000266922,2,overlapping_locus,,,,,,,,,OTTHUMG00000182241.1,,,,,4823,ENSG00000266922,491
chr19,HAVANA,gene,11756532,11759933,.,-,.,ENSG00000220949.2,unprocessed_pseudogene,ENSG00000220949,2,,,,,,,,,,OTTHUMG00000156532.1,,,,,3401,ENSG00000220949,1383
chr19,HAVANA,gene,11766999,11784078,.,+,.,ENSG00000197044.11,protein_coding,ZNF441,2,,,,,,,,,HGNC:20875,OTTHUMG00000154449.5,,,,,17079,ENSG00000197044,4448
chr19,HAVANA,gene,11796083,11798598,.,-,.,ENSG00000267646.1,lncRNA,ENSG00000267646,2,,,,,,,,,,OTTHUMG00000182300.1,,,,,2515,ENSG00000267646,2515
chr19,HAVANA,gene,11797666,11809622,.,+,.,ENSG00000177599.13,protein_coding,ZNF491,2,,,,,,,,,HGNC:23706,OTTHUMG00000156529.3,,,,,11956,ENSG00000177599,2888
chr19,HAVANA,gene,11814272,11835216,.,+,.,ENSG00000171295.13,protein_coding,ZNF440,1,,,,,,,,,HGNC:20874,OTTHUMG00000156403.5,,,,,20944,ENSG00000171295,4215
chr19,HAVANA,gene,11841240,11842439,.,-,.,ENSG00000267089.1,lncRNA,ENSG00000267089,2,,,,,,,,,,OTTHUMG00000182301.1,,,,,1199,ENSG00000267089,442
chr19,HAVANA,gene,11847854,11849195,.,-,.,ENSG00000307309.1,lncRNA,ENSG00000307309,2,,,,,,,,,,,,,,,1341,ENSG00000307309,1341
chr19,HAVANA,gene,11848725,11883750,.,+,.,ENSG00000171291.9,protein_coding,ZNF439,1,overlapping_locus,,,,,,,,HGNC:20873,OTTHUMG00000156527.3,,,,,35025,ENSG00000171291,2622
chr19,HAVANA,gene,11856031,11858302,.,+,.,ENSG00000278897.1,TEC,ENSG00000278897,2,overlapping_locus,,,,,,,,,OTTHUMG00000182302.1,,,,,2271,ENSG00000278897,2271
chr19,HAVANA,gene,11887781,11914329,.,+,.,ENSG00000198429.10,protein_coding,ZNF69,2,,,,,,,,,HGNC:13138,OTTHUMG00000156526.3,,,,,26548,ENSG00000198429,2441
chr19,HAVANA,gene,11925067,11950773,.,+,.,ENSG00000196757.8,protein_coding,ZNF700,2,overlapping_locus,,,,,,,,HGNC:25292,OTTHUMG00000156421.5,,,,,25706,ENSG00000196757,3113
chr19,HAVANA,gene,11925074,11979290,.,+,.,ENSG00000267179.1,protein_coding,ENSG00000267179,1,overlapping_locus,,,,,,,,,OTTHUMG00000182304.1,,,,,54216,ENSG00000267179,1562
chr19,HAVANA,gene,11939958,11953381,.,+,.,ENSG00000267274.1,lncRNA,ENSG00000267274,2,overlapping_locus,,,,,,,,,OTTHUMG00000182305.1,,,,,13423,ENSG00000267274,468
chr19,HAVANA,gene,11964438,11965253,.,-,.,ENSG00000304156.1,lncRNA,ENSG00000304156,2,,,,,,,,,,,,,,,815,ENSG00000304156,585
chr19,HAVANA,gene,11965036,11980617,.,+,.,ENSG00000197054.12,protein_coding,ZNF763,1,overlapping_locus,,,,,,,,HGNC:27614,OTTHUMG00000156430.6,,,,,15581,ENSG00000197054,2862
chr19,HAVANA,gene,11987616,12046275,.,+,.,ENSG00000219665.8,lncRNA,ZNF433-AS1,2,ncRNA_host,,,,,,,,HGNC:53776,OTTHUMG00000156428.2,,,,,58659,ENSG00000219665,4000
chr19,HAVANA,gene,11987640,12078106,.,+,.,ENSG00000286098.1,protein_coding,ENSG00000286098,2,readthrough_gene,,,,,,,,,OTTHUMG00000193446.1,,,,,90466,ENSG00000286098,3215
chr19,ENSEMBL,gene,11996808,11996916,.,+,.,ENSG00000252060.1,rRNA_pseudogene,RNA5SP464,3,,,,,,,,,HGNC:43364,,,,,,108,ENSG00000252060,108
chr19,HAVANA,gene,12014714,12035741,.,-,.,ENSG00000197647.13,protein_coding,ZNF433,1,overlapping_locus,,,,,,,,HGNC:20811,OTTHUMG00000156427.4,,,,,21027,ENSG00000197647,2524
chr19,HAVANA,gene,12017887,12052967,.,-,.,ENSG00000257355.1,protein_coding,ENSG00000257355,2,readthrough_gene,,,,,,,,,OTTHUMG00000169369.1,,,,,35080,ENSG00000257355,542
chr19,ENSEMBL,gene,12027912,12028021,.,-,.,ENSG00000212497.1,rRNA_pseudogene,RNA5SP465,3,,,,,,,,,HGNC:43365,,,,,,109,ENSG00000212497,109
chr19,HAVANA,gene,12043804,12052961,.,-,.,ENSG00000257446.4,protein_coding,ZNF878,2,overlapping_locus,,,,,,,,HGNC:37246,OTTHUMG00000169370.3,,,,,9157,ENSG00000257446,1756
chr19,HAVANA,gene,12064730,12081565,.,+,.,ENSG00000223547.10,protein_coding,ZNF844,1,overlapping_locus,,,,,,,,HGNC:25932,OTTHUMG00000156405.5,,,,,16835,ENSG00000223547,6588
chr19,ENSEMBL,gene,12070163,12070271,.,+,.,ENSG00000252546.1,rRNA_pseudogene,RNA5SP466,3,,,,,,,,,HGNC:43366,,,,,,108,ENSG00000252546,108
