Chromosome,Source,Feature,Start,End,Score,Strand,Frame,gene_id,gene_type,gene_name,level,mgi_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,protein_id,ccdsid,ont,length,ENSEMBL_ID,tx_length
chrY,HAVANA,gene,13307100,13310334,.,-,.,ENSMUSG00000103176.2,lncRNA,Gm37147,2,MGI:5610375,OTTMUSG00000050535.1,,,,,,,,,,,,3234,ENSMUSG00000103176,1498
chrY,HAVANA,gene,13335782,13338145,.,-,.,ENSMUSG00000104522.6,lncRNA,Gm38159,2,MGI:5611387,OTTMUSG00000050536.1,,,,,,,,,,,,2363,ENSMUSG00000104522,621
chrY,HAVANA,gene,13347943,13353326,.,-,.,ENSMUSG00000095462.3,unprocessed_pseudogene,Gm21725,2,MGI:5433889,,,,,,,,,,,,,5383,ENSMUSG00000095462,5383
chrY,HAVANA,gene,13423452,13426687,.,-,.,ENSMUSG00000102177.6,lncRNA,Gm37870,2,MGI:5611098,OTTMUSG00000050538.1,,,,,,,,,,,,3235,ENSMUSG00000102177,1499
chrY,HAVANA,gene,13452287,13454653,.,-,.,ENSMUSG00000102346.6,lncRNA,Gm37378,2,MGI:5610606,OTTMUSG00000050555.1,,,,,,,,,,,,2366,ENSMUSG00000102346,621
chrY,HAVANA,gene,13464456,13470994,.,-,.,ENSMUSG00000093883.4,unprocessed_pseudogene,Gm21866,2,MGI:5434030,,,,,,,,,,,,,6538,ENSMUSG00000093883,6538
chrY,HAVANA,gene,13494025,13496466,.,+,.,ENSMUSG00000095900.4,protein_coding,Gm20773,2,MGI:5434129,OTTMUSG00000050539.1,,,,,,,,,,,,2441,ENSMUSG00000095900,1341
chrY,HAVANA,gene,13531029,13533639,.,+,.,ENSMUSG00000134607.1,lncRNA,ENSMUSG00000134607,2,,,,,,,overlaps_pseudogene,,,,,,,2610,ENSMUSG00000134607,1124
chrY,HAVANA,gene,13532808,13533504,.,+,.,ENSMUSG00000102174.2,transcribed_unprocessed_pseudogene,Gm36398,2,MGI:5595557,OTTMUSG00000050540.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000102174,696
chrY,HAVANA,gene,13569690,13570368,.,+,.,ENSMUSG00000102583.2,unprocessed_pseudogene,Gm37441,2,MGI:5610669,OTTMUSG00000050541.1,,,,,,,,,,,,678,ENSMUSG00000102583,678
chrY,HAVANA,gene,13580700,13582258,.,-,.,ENSMUSG00000104048.2,lncRNA,Gm37561,2,MGI:5610789,OTTMUSG00000050542.1,,,,,,,,,,,,1558,ENSMUSG00000104048,368
chrY,HAVANA,gene,13596196,13607333,.,-,.,ENSMUSG00000121534.1,unprocessed_pseudogene,ENSMUSG00000121534,2,,,,,,,,,,,,,,11137,ENSMUSG00000121534,11137
chrY,HAVANA,gene,13783493,13813771,.,+,.,ENSMUSG00000104404.2,unprocessed_pseudogene,Gm36728,2,MGI:5595887,OTTMUSG00000050543.1,,,,,,,,,,,,30278,ENSMUSG00000104404,665
chrY,HAVANA,gene,13832395,13841795,.,+,.,ENSMUSG00000121536.1,unprocessed_pseudogene,ENSMUSG00000121536,2,,,,,,,,,,,,,,9400,ENSMUSG00000121536,9400
chrY,HAVANA,gene,13846594,13857416,.,+,.,ENSMUSG00000121537.1,unprocessed_pseudogene,ENSMUSG00000121537,2,,,,,,,,,,,,,,10822,ENSMUSG00000121537,10822
chrY,HAVANA,gene,13873382,13874078,.,-,.,ENSMUSG00000102799.2,unprocessed_pseudogene,Gm32295,2,MGI:5591454,OTTMUSG00000050500.1,,,,,,,,,,,,696,ENSMUSG00000102799,696
chrY,HAVANA,gene,13910213,13912614,.,-,.,ENSMUSG00000123436.1,lncRNA,ENSMUSG00000123436,2,,,,,,,overlaps_pseudogene,,,,,,,2401,ENSMUSG00000123436,1294
chrY,HAVANA,gene,13910345,13911041,.,-,.,ENSMUSG00000102613.2,transcribed_unprocessed_pseudogene,Gm20836,2,MGI:5434192,OTTMUSG00000050501.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000102613,696
chrY,HAVANA,gene,13917047,13920389,.,-,.,ENSMUSG00000103524.2,lncRNA,Gm37263,2,MGI:5610491,OTTMUSG00000050502.1,,,,,,,,,,,,3342,ENSMUSG00000103524,2169
chrY,HAVANA,gene,13940590,13942860,.,+,.,ENSMUSG00000094227.3,unprocessed_pseudogene,Gm21767,2,MGI:5433931,,,,,,,,,,,,,2270,ENSMUSG00000094227,2270
chrY,HAVANA,gene,13952700,13955065,.,+,.,ENSMUSG00000103681.6,lncRNA,Gm37130,2,MGI:5610358,OTTMUSG00000050503.1,,,,,,,,,,,,2365,ENSMUSG00000103681,621
chrY,HAVANA,gene,13980580,13983815,.,+,.,ENSMUSG00000104409.6,lncRNA,Gm37467,2,MGI:5610695,OTTMUSG00000050504.1,,,,,,,,,,,,3235,ENSMUSG00000104409,1499
chrY,HAVANA,gene,14029569,14031982,.,-,.,ENSMUSG00000139917.1,lncRNA,ENSMUSG00000139917,2,,,,,,,overlaps_pseudogene,,,,,,,2413,ENSMUSG00000139917,1295
chrY,HAVANA,gene,14029702,14030398,.,-,.,ENSMUSG00000104127.2,transcribed_unprocessed_pseudogene,Gm20928,2,MGI:5434284,OTTMUSG00000050505.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000104127,696
chrY,HAVANA,gene,14059323,14061592,.,+,.,ENSMUSG00000121589.1,unprocessed_pseudogene,ENSMUSG00000121589,2,,,,,,,,,,,,,,2269,ENSMUSG00000121589,2269
chrY,HAVANA,gene,14071393,14073759,.,+,.,ENSMUSG00000103872.6,lncRNA,Gm38363,2,MGI:5611591,OTTMUSG00000050506.1,,,,,,,,,,,,2366,ENSMUSG00000103872,622
chrY,HAVANA,gene,14220903,14223183,.,+,.,ENSMUSG00000102787.6,lncRNA,Gm30174,2,MGI:5589333,OTTMUSG00000050507.1,,,,,,,,,,,,2280,ENSMUSG00000102787,537
chrY,HAVANA,gene,14282471,14284836,.,+,.,ENSMUSG00000104499.6,lncRNA,Gm30353,2,MGI:5589512,OTTMUSG00000050508.1,,,,,,,,,,,,2365,ENSMUSG00000104499,622
chrY,HAVANA,gene,14347557,14349915,.,+,.,ENSMUSG00000103431.6,lncRNA,Gm30686,2,MGI:5589845,OTTMUSG00000050509.1,,,,,,,,,,,,2358,ENSMUSG00000103431,621
chrY,HAVANA,gene,14398361,14400604,.,-,.,ENSMUSG00000140612.1,lncRNA,ENSMUSG00000140612,2,,,,,,,,,,,,,,2243,ENSMUSG00000140612,359
chrY,HAVANA,gene,14400709,14426798,.,+,.,ENSMUSG00000104191.3,protein_coding,Gm30737,2,MGI:5589896,OTTMUSG00000050510.1,,,,,,,,,,,,26089,ENSMUSG00000104191,923
chrY,HAVANA,gene,14525079,14528058,.,-,.,ENSMUSG00000102492.2,TEC,Gm36987,2,MGI:5610215,OTTMUSG00000046798.1,,,,,,,,,,,,2979,ENSMUSG00000102492,2979
chrY,HAVANA,gene,14801597,14804009,.,-,.,ENSMUSG00000143315.1,lncRNA,Gm31186,2,,,,,,,overlaps_pseudogene,,,,,,,2412,ENSMUSG00000143315,1227
chrY,HAVANA,gene,14801724,14802420,.,-,.,ENSMUSG00000104260.2,transcribed_unprocessed_pseudogene,Gm31186,2,MGI:5590345,OTTMUSG00000050511.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000104260,696
chrY,HAVANA,gene,14863839,14867073,.,+,.,ENSMUSG00000102251.6,lncRNA,Gm37654,2,MGI:5610882,OTTMUSG00000050512.1,,,,,,,,,,,,3234,ENSMUSG00000102251,1498
chrY,HAVANA,gene,14958770,14961150,.,-,.,ENSMUSG00000134378.1,lncRNA,ENSMUSG00000134378,2,,,,,,,overlaps_pseudogene,,,,,,,2380,ENSMUSG00000134378,1253
chrY,HAVANA,gene,14958902,14959595,.,-,.,ENSMUSG00000102366.2,transcribed_unprocessed_pseudogene,Gm37044,2,MGI:5610272,OTTMUSG00000050513.1,,,,,overlapping_locus,,,,,,,693,ENSMUSG00000102366,693
chrY,HAVANA,gene,15152802,15155117,.,-,.,ENSMUSG00000132384.1,lncRNA,ENSMUSG00000132384,2,,,,,,,,,,,,,,2315,ENSMUSG00000132384,331
chrY,HAVANA,gene,15155232,15187506,.,+,.,ENSMUSG00000142321.1,lncRNA,ENSMUSG00000142321,2,,,,,,,overlaps_pseudogene,,,,,,,32274,ENSMUSG00000142321,629
chrY,HAVANA,gene,15156682,15187324,.,+,.,ENSMUSG00000103909.2,transcribed_unprocessed_pseudogene,Gm31511,2,MGI:5590670,OTTMUSG00000050514.1,,,,,overlapping_locus,,,,,,,30642,ENSMUSG00000103909,657
chrY,HAVANA,gene,15241460,15244691,.,+,.,ENSMUSG00000102835.6,lncRNA,Gm37572,2,MGI:5610800,OTTMUSG00000050439.1,,,,,,,,,,,,3231,ENSMUSG00000102835,1493
chrY,HAVANA,gene,15270052,15273287,.,+,.,ENSMUSG00000103943.6,lncRNA,Gm37344,2,MGI:5610572,OTTMUSG00000050469.1,,,,,,,,,,,,3235,ENSMUSG00000103943,1498
chrY,HAVANA,gene,15444178,15445304,.,+,.,ENSMUSG00000102624.2,lncRNA,Gm37059,2,MGI:5610287,OTTMUSG00000050488.1,,,,,,,,,,,,1126,ENSMUSG00000102624,678
chrY,HAVANA,gene,15490642,15492836,.,+,.,ENSMUSG00000102138.2,lncRNA,Gm31942,2,MGI:5591101,OTTMUSG00000050470.1,,,,,,,,,,,,2194,ENSMUSG00000102138,827
chrY,HAVANA,gene,15569794,15572225,.,-,.,ENSMUSG00000102582.2,lncRNA,Gm37440,2,MGI:5610668,OTTMUSG00000050471.1,,,,,,,,,,,,2431,ENSMUSG00000102582,1227
chrY,HAVANA,gene,15615107,15615801,.,-,.,ENSMUSG00000103666.2,unprocessed_pseudogene,Gm38185,2,MGI:5611413,OTTMUSG00000050478.1,,,,,,,,,,,,694,ENSMUSG00000103666,694
chrY,HAVANA,gene,15694848,15697206,.,-,.,ENSMUSG00000133587.1,lncRNA,ENSMUSG00000133587,2,,,,,,,overlaps_pseudogene,,,,,,,2358,ENSMUSG00000133587,1071
chrY,HAVANA,gene,15694982,15695679,.,-,.,ENSMUSG00000104207.2,transcribed_unprocessed_pseudogene,Gm37395,2,MGI:5610623,OTTMUSG00000050479.1,,,,,overlapping_locus,,,,,,,697,ENSMUSG00000104207,697
chrY,HAVANA,gene,15734795,15737530,.,+,.,ENSMUSG00000102392.6,lncRNA,Gm37577,2,MGI:5610805,OTTMUSG00000050480.1,,,,,,,,,,,,2735,ENSMUSG00000102392,991
chrY,HAVANA,gene,15882420,15884771,.,-,.,ENSMUSG00000095172.3,protein_coding,Gm20822,2,MGI:5434178,OTTMUSG00000049720.1,,,,,,,,,,,,2351,ENSMUSG00000095172,1229
chrY,HAVANA,gene,16012668,16041333,.,-,.,ENSMUSG00000124234.1,lncRNA,ENSMUSG00000124234,2,,,,,,,overlaps_pseudogene,,,,,,,28665,ENSMUSG00000124234,875
chrY,HAVANA,gene,16031249,16039572,.,-,.,ENSMUSG00000102754.2,transcribed_unprocessed_pseudogene,Gm38183,2,MGI:5611411,OTTMUSG00000050489.1,,,,,overlapping_locus,,,,,,,8323,ENSMUSG00000102754,205
chrY,HAVANA,gene,16080049,16102871,.,-,.,ENSMUSG00000143577.1,lncRNA,ENSMUSG00000143577,2,,,,,,,overlaps_pseudogene,,,,,,,22822,ENSMUSG00000143577,655
chrY,HAVANA,gene,16092782,16112032,.,-,.,ENSMUSG00000103167.2,transcribed_unprocessed_pseudogene,Gm38149,2,MGI:5611377,OTTMUSG00000050490.1,,,,,overlapping_locus,,,,,,,19250,ENSMUSG00000103167,339
chrY,HAVANA,gene,16149702,16152062,.,+,.,ENSMUSG00000127594.1,lncRNA,ENSMUSG00000127594,2,,,,,,,overlaps_pseudogene,,,,,,,2360,ENSMUSG00000127594,987
chrY,HAVANA,gene,16151240,16151933,.,+,.,ENSMUSG00000102387.2,transcribed_unprocessed_pseudogene,Gm38145,2,MGI:5611373,OTTMUSG00000050491.1,,,,,overlapping_locus,,,,,,,693,ENSMUSG00000102387,693
chrY,HAVANA,gene,16363236,16365552,.,-,.,ENSMUSG00000133143.1,lncRNA,ENSMUSG00000133143,2,,,,,,,,,,,,,,2316,ENSMUSG00000133143,281
chrY,HAVANA,gene,16365639,16391768,.,+,.,ENSMUSG00000143350.1,lncRNA,ENSMUSG00000143350,2,,,,,,,overlaps_pseudogene,,,,,,,26129,ENSMUSG00000143350,391
chrY,HAVANA,gene,16367089,16393523,.,+,.,ENSMUSG00000102208.2,transcribed_unprocessed_pseudogene,Gm32033,2,MGI:5591192,OTTMUSG00000050492.1,,,,,overlapping_locus,,,,,,,26434,ENSMUSG00000102208,339
chrY,HAVANA,gene,16449292,16449989,.,-,.,ENSMUSG00000102265.2,unprocessed_pseudogene,Gm32447,2,MGI:5591606,OTTMUSG00000050493.1,,,,,,,,,,,,697,ENSMUSG00000102265,697
chrY,HAVANA,gene,16485782,16488173,.,-,.,ENSMUSG00000122378.1,lncRNA,ENSMUSG00000122378,2,,,,,,,overlaps_pseudogene,,,,,,,2391,ENSMUSG00000122378,1109
chrY,HAVANA,gene,16485908,16486602,.,-,.,ENSMUSG00000104490.2,transcribed_unprocessed_pseudogene,Gm20770,2,MGI:5434126,OTTMUSG00000050494.1,,,,,overlapping_locus,,,,,,,694,ENSMUSG00000104490,694
chrY,HAVANA,gene,16614005,16616424,.,-,.,ENSMUSG00000143518.1,lncRNA,ENSMUSG00000143518,2,,,,,,,overlaps_pseudogene,,,,,,,2419,ENSMUSG00000143518,1288
chrY,HAVANA,gene,16614135,16614828,.,-,.,ENSMUSG00000103112.2,transcribed_unprocessed_pseudogene,Gm38016,2,MGI:5611244,OTTMUSG00000050423.1,,,,,overlapping_locus,,,,,,,693,ENSMUSG00000103112,693
chrY,HAVANA,gene,16691329,16697033,.,-,.,ENSMUSG00000103234.2,TEC,Gm37158,2,MGI:5610386,OTTMUSG00000050424.1,,,,,,,,,,,,5704,ENSMUSG00000103234,5704
chrY,HAVANA,gene,16731146,16731850,.,-,.,ENSMUSG00000102288.2,unprocessed_pseudogene,Gm36998,2,MGI:5610226,OTTMUSG00000050425.1,,,,,,,,,,,,704,ENSMUSG00000102288,704
chrY,HAVANA,gene,16887353,16889747,.,-,.,ENSMUSG00000133267.1,lncRNA,ENSMUSG00000133267,2,,,,,,,overlaps_pseudogene,,,,,,,2394,ENSMUSG00000133267,1218
chrY,HAVANA,gene,16887480,16888179,.,-,.,ENSMUSG00000103417.2,transcribed_unprocessed_pseudogene,Gm33112,2,MGI:5592271,OTTMUSG00000050426.1,,,,,overlapping_locus,,,,,,,699,ENSMUSG00000103417,699
chrY,HAVANA,gene,16923784,16924282,.,+,.,ENSMUSG00000094829.3,lncRNA,Gm21809,2,MGI:5433973,OTTMUSG00000050427.1,,,,,,,,,,,,498,ENSMUSG00000094829,468
chrY,HAVANA,gene,16983418,16985689,.,-,.,ENSMUSG00000132174.1,lncRNA,ENSMUSG00000132174,2,,,,,,,,,,,,,,2271,ENSMUSG00000132174,263
chrY,HAVANA,gene,17002625,17018392,.,+,.,ENSMUSG00000104510.2,unprocessed_pseudogene,Gm34015,2,MGI:5593174,OTTMUSG00000050428.1,,,,,,,,,,,,15767,ENSMUSG00000104510,451
chrY,HAVANA,gene,17093872,17095892,.,+,.,ENSMUSG00000095520.3,protein_coding,Gm20877,2,MGI:5434233,OTTMUSG00000049721.1,,,,,,,,,,,,2020,ENSMUSG00000095520,1222
chrY,HAVANA,gene,17130889,17131588,.,+,.,ENSMUSG00000103602.2,unprocessed_pseudogene,Gm33191,2,MGI:5592350,OTTMUSG00000050429.1,,,,,,,,,,,,699,ENSMUSG00000103602,699
chrY,HAVANA,gene,17225446,17228678,.,-,.,ENSMUSG00000102586.6,lncRNA,Gm38003,2,MGI:5611231,OTTMUSG00000050430.1,,,,,,,,,,,,3232,ENSMUSG00000102586,1504
chrY,HAVANA,gene,17237928,17245546,.,-,.,ENSMUSG00000121533.1,unprocessed_pseudogene,ENSMUSG00000121533,2,,,,,,,,,,,,,,7618,ENSMUSG00000121533,7618
chrY,HAVANA,gene,17274424,17276744,.,+,.,ENSMUSG00000143489.1,lncRNA,ENSMUSG00000143489,2,,,,,,,overlaps_pseudogene,,,,,,,2320,ENSMUSG00000143489,844
chrY,HAVANA,gene,17275990,17276683,.,+,.,ENSMUSG00000102170.2,transcribed_unprocessed_pseudogene,Gm20781,2,MGI:5434137,OTTMUSG00000050431.1,,,,,overlapping_locus,,,,,,,693,ENSMUSG00000102170,693
chrY,HAVANA,gene,17400760,17402715,.,+,.,ENSMUSG00000095365.4,protein_coding,Rbm31y,2,MGI:1921734,OTTMUSG00000048981.1,,,,,retrogene,,,,,,,1955,ENSMUSG00000095365,1955
chrY,HAVANA,gene,17595237,17604588,.,+,.,ENSMUSG00000139067.1,lncRNA,ENSMUSG00000139067,2,,,,,,,overlaps_pseudogene,,,,,,,9351,ENSMUSG00000139067,1063
chrY,HAVANA,gene,17596833,17597527,.,+,.,ENSMUSG00000102421.2,transcribed_unprocessed_pseudogene,Gm37325,2,MGI:5610553,OTTMUSG00000050432.1,,,,,overlapping_locus,,,,,,,694,ENSMUSG00000102421,694
chrY,HAVANA,gene,17726361,17732890,.,-,.,ENSMUSG00000121531.1,unprocessed_pseudogene,ENSMUSG00000121531,2,,,,,,,,,,,,,,6529,ENSMUSG00000121531,6529
chrY,HAVANA,gene,17755928,17758337,.,+,.,ENSMUSG00000132899.1,lncRNA,ENSMUSG00000132899,2,,,,,,,overlaps_pseudogene,,,,,,,2409,ENSMUSG00000132899,1291
chrY,HAVANA,gene,17757508,17758204,.,+,.,ENSMUSG00000104032.2,transcribed_unprocessed_pseudogene,Gm20833,2,MGI:5434189,OTTMUSG00000050433.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000104032,696
chrY,HAVANA,gene,17804544,17806904,.,-,.,ENSMUSG00000102400.2,lncRNA,Gm37865,2,MGI:5611093,OTTMUSG00000050434.1,,,,,,,,,,,,2360,ENSMUSG00000102400,437
chrY,HAVANA,gene,17833040,17835401,.,-,.,ENSMUSG00000102520.6,lncRNA,Gm36941,2,MGI:5610169,OTTMUSG00000050435.1,,,,,,,,,,,,2361,ENSMUSG00000102520,621
chrY,HAVANA,gene,17845143,17851681,.,-,.,ENSMUSG00000094161.3,unprocessed_pseudogene,Gm21904,2,MGI:5434068,,,,,,,,,,,,,6538,ENSMUSG00000094161,6538
chrY,HAVANA,gene,17867024,17870364,.,+,.,ENSMUSG00000102726.2,lncRNA,Gm37937,2,MGI:5611165,OTTMUSG00000050436.1,,,,,,,,,,,,3340,ENSMUSG00000102726,2168
chrY,HAVANA,gene,17874740,17877179,.,+,.,ENSMUSG00000102739.2,protein_coding,Gm20772,2,MGI:5434128,OTTMUSG00000049725.1,,,,,,,,,,,,2439,ENSMUSG00000102739,1343
chrY,HAVANA,gene,17874740,17967603,.,+,.,ENSMUSG00000094325.8,protein_coding,Gm20831,2,MGI:5434187,OTTMUSG00000045357.1,,,,,,,,,,,,92863,ENSMUSG00000094325,1344
chrY,HAVANA,gene,17922927,17926162,.,-,.,ENSMUSG00000103757.2,lncRNA,Gm37286,2,MGI:5610514,OTTMUSG00000050437.1,,,,,,,,,,,,3235,ENSMUSG00000103757,1499
chrY,HAVANA,gene,17935572,17942104,.,-,.,ENSMUSG00000096819.3,unprocessed_pseudogene,Srsy,2,MGI:3526567,,,,,,,,,,,,,6532,ENSMUSG00000096819,6532
chrY,HAVANA,gene,17957446,17960787,.,+,.,ENSMUSG00000103994.2,lncRNA,Gm38028,2,MGI:5611256,OTTMUSG00000050438.1,,,,,,,,,,,,3341,ENSMUSG00000103994,2169
chrY,HAVANA,gene,18061693,18066076,.,-,.,ENSMUSG00000095879.3,unprocessed_pseudogene,Gm21764,2,MGI:5433928,,,,,,,,,,,,,4383,ENSMUSG00000095879,4383
chrY,HAVANA,gene,18089115,18091556,.,+,.,ENSMUSG00000095267.3,protein_coding,Ssty1,2,MGI:1314663,OTTMUSG00000049726.1,,,,,,,,,,,,2441,ENSMUSG00000095267,1341
chrY,HAVANA,gene,18199138,18202472,.,+,.,ENSMUSG00000103917.2,lncRNA,Gm38072,2,MGI:5611300,OTTMUSG00000050391.1,,,,,,,,,,,,3334,ENSMUSG00000103917,2162
chrY,HAVANA,gene,18206893,18209309,.,+,.,ENSMUSG00000127056.1,lncRNA,ENSMUSG00000127056,2,,,,,,,overlaps_pseudogene,,,,,,,2416,ENSMUSG00000127056,1307
chrY,HAVANA,gene,18208480,18209176,.,+,.,ENSMUSG00000104439.2,transcribed_unprocessed_pseudogene,Gm20851,2,MGI:5434207,OTTMUSG00000050392.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000104439,696
chrY,HAVANA,gene,18243838,18246452,.,+,.,ENSMUSG00000140681.1,lncRNA,ENSMUSG00000140681,2,,,,,,,overlaps_pseudogene,,,,,,,2614,ENSMUSG00000140681,1123
chrY,HAVANA,gene,18245622,18246318,.,+,.,ENSMUSG00000104446.2,transcribed_unprocessed_pseudogene,Gm30312,2,MGI:5589471,OTTMUSG00000050393.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000104446,696
chrY,HAVANA,gene,18282547,18283225,.,+,.,ENSMUSG00000103514.2,unprocessed_pseudogene,Gm37433,2,MGI:5610661,OTTMUSG00000050394.1,,,,,,,,,,,,678,ENSMUSG00000103514,678
chrY,HAVANA,gene,18283694,18284883,.,+,.,ENSMUSG00000102150.2,lncRNA,Gm37473,2,MGI:5610701,OTTMUSG00000050395.1,,,,,,,,,,,,1189,ENSMUSG00000102150,674
chrY,HAVANA,gene,18293524,18295111,.,-,.,ENSMUSG00000103782.2,lncRNA,Gm37656,2,MGI:5610884,OTTMUSG00000050396.1,,,,,,,,,,,,1587,ENSMUSG00000103782,397
chrY,HAVANA,gene,18309045,18320152,.,-,.,ENSMUSG00000121532.1,unprocessed_pseudogene,ENSMUSG00000121532,2,,,,,,,,,,,,,,11107,ENSMUSG00000121532,11107
chrY,HAVANA,gene,18321026,18322074,.,+,.,ENSMUSG00000104050.2,lncRNA,Gm38127,2,MGI:5611355,OTTMUSG00000050397.1,,,,,,,,,,,,1048,ENSMUSG00000104050,468
chrY,HAVANA,gene,18496224,18526495,.,+,.,ENSMUSG00000102264.2,unprocessed_pseudogene,Gm30638,2,MGI:5589797,OTTMUSG00000050398.1,,,,,,,,,,,,30271,ENSMUSG00000102264,656
chrY,HAVANA,gene,18557837,18558876,.,-,.,ENSMUSG00000103871.2,lncRNA,Gm38361,2,MGI:5611589,OTTMUSG00000050399.1,,,,,,,,,,,,1039,ENSMUSG00000103871,458
chrY,HAVANA,gene,18586094,18586790,.,-,.,ENSMUSG00000104356.2,unprocessed_pseudogene,Gm31260,2,MGI:5590419,OTTMUSG00000050400.1,,,,,,,,,,,,696,ENSMUSG00000104356,696
chrY,HAVANA,gene,18622934,18625336,.,-,.,ENSMUSG00000130159.1,lncRNA,ENSMUSG00000130159,2,,,,,,,overlaps_pseudogene,,,,,,,2402,ENSMUSG00000130159,1313
chrY,HAVANA,gene,18623066,18623762,.,-,.,ENSMUSG00000103802.2,transcribed_unprocessed_pseudogene,Gm21660,2,MGI:5435015,OTTMUSG00000050401.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000103802,696
chrY,HAVANA,gene,18629783,18633125,.,-,.,ENSMUSG00000104472.2,lncRNA,Gm38209,2,MGI:5611437,OTTMUSG00000050402.1,,,,,,,,,,,,3342,ENSMUSG00000104472,2169
chrY,HAVANA,gene,18649067,18655605,.,+,.,ENSMUSG00000095927.3,unprocessed_pseudogene,Gm21822,2,MGI:5433986,,,,,,,,,,,,,6538,ENSMUSG00000095927,6538
chrY,HAVANA,gene,18665416,18667781,.,+,.,ENSMUSG00000103347.2,lncRNA,Gm37734,2,MGI:5610962,OTTMUSG00000050403.1,,,,,,,,,,,,2365,ENSMUSG00000103347,621
chrY,HAVANA,gene,18693356,18696591,.,+,.,ENSMUSG00000104407.6,lncRNA,Gm38013,2,MGI:5611241,OTTMUSG00000050404.1,,,,,,,,,,,,3235,ENSMUSG00000104407,1499
chrY,HAVANA,gene,18742337,18744746,.,-,.,ENSMUSG00000141717.1,lncRNA,ENSMUSG00000141717,2,,,,,,,overlaps_pseudogene,,,,,,,2409,ENSMUSG00000141717,1291
chrY,HAVANA,gene,18742470,18743166,.,-,.,ENSMUSG00000102290.2,transcribed_unprocessed_pseudogene,Gm21678,2,MGI:5435033,OTTMUSG00000050405.1,,,,,overlapping_locus,,,,,,,696,ENSMUSG00000102290,696
chrY,HAVANA,gene,18749155,18752497,.,-,.,ENSMUSG00000103612.2,lncRNA,Gm37948,2,MGI:5611176,OTTMUSG00000050406.1,,,,,,,,,,,,3342,ENSMUSG00000103612,2169
chrY,HAVANA,gene,18767820,18774358,.,+,.,ENSMUSG00000121594.1,unprocessed_pseudogene,ENSMUSG00000121594,2,,,,,,,,,,,,,,6538,ENSMUSG00000121594,6538
chrY,HAVANA,gene,18863518,18864085,.,-,.,ENSMUSG00000102580.2,processed_pseudogene,Gm37442,2,MGI:5610670,OTTMUSG00000050360.1,,,,,,,,,,,,567,ENSMUSG00000102580,567
chrY,HAVANA,gene,18933162,18935442,.,+,.,ENSMUSG00000102273.6,lncRNA,Gm34550,2,MGI:5593709,OTTMUSG00000050361.1,,,,,,,,,,,,2280,ENSMUSG00000102273,537
chrY,HAVANA,gene,18972544,18973072,.,+,.,ENSMUSG00000102294.2,lncRNA,Gm37544,2,MGI:5610772,OTTMUSG00000050362.1,,,,,,,,,,,,528,ENSMUSG00000102294,174
chrY,HAVANA,gene,18994761,18997125,.,+,.,ENSMUSG00000103190.6,lncRNA,Gm34716,2,MGI:5593875,OTTMUSG00000050363.1,,,,,,,,,,,,2364,ENSMUSG00000103190,621
chrY,HAVANA,gene,19038588,19039116,.,+,.,ENSMUSG00000102867.2,lncRNA,Gm37635,2,MGI:5610863,OTTMUSG00000050365.1,,,,,,,,,,,,528,ENSMUSG00000102867,174
chrY,HAVANA,gene,19059860,19062218,.,+,.,ENSMUSG00000102968.6,lncRNA,Gm35070,2,MGI:5594229,OTTMUSG00000050366.1,,,,,,,,,,,,2358,ENSMUSG00000102968,621
chrY,HAVANA,gene,19110658,19112917,.,-,.,ENSMUSG00000136973.1,lncRNA,ENSMUSG00000136973,2,,,,,,,,,,,,,,2259,ENSMUSG00000136973,393
chrY,HAVANA,gene,19113006,19139093,.,+,.,ENSMUSG00000103371.3,protein_coding,Gm35134,2,MGI:5594293,OTTMUSG00000050367.1,,,,,,,,,,,,26087,ENSMUSG00000103371,923
chrY,HAVANA,gene,19157402,19157855,.,+,.,ENSMUSG00000103489.2,lncRNA,Gm37998,2,MGI:5611226,OTTMUSG00000050368.1,,,,,,,,,,,,453,ENSMUSG00000103489,166
chrY,HAVANA,gene,19237402,19240380,.,-,.,ENSMUSG00000103796.2,TEC,Gm38094,2,MGI:5611322,OTTMUSG00000046799.1,,,,,,,,,,,,2978,ENSMUSG00000103796,2978
chrY,HAVANA,gene,19514318,19515014,.,-,.,ENSMUSG00000102552.2,unprocessed_pseudogene,Gm21763,2,MGI:5433927,OTTMUSG00000050369.1,,,,,,,,,,,,696,ENSMUSG00000102552,696
chrY,HAVANA,gene,19671372,19673752,.,-,.,ENSMUSG00000124271.1,lncRNA,ENSMUSG00000124271,2,,,,,,,overlaps_pseudogene,,,,,,,2380,ENSMUSG00000124271,1253
